Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
ℝ𝕒𝕜𝕒ℂ𝔸𝕋,@RakaCat1714,2024-05-11T22:41:36.000Z,False,"No hay quien se lo crea... 11 puntos de la audiencia para España.
Más de 300 para Israel.
A Europa le gusta la guerra.",0,0,0,684,[],[],[],https://pbs.twimg.com/profile_images/1454383199820386309/etrN22YV_normal.jpg,https://x.com/RakaCat1714/status/1789425655660093572,tweet_id:1789425655660093572
LOST BOY,@lostboy7808,2024-05-11T22:46:23.000Z,False,Televoto patrocinado  por #Israel ,0,0,0,1.2K,['#Israel'],[],['\\U0001f624'],https://pbs.twimg.com/profile_images/1785638451859099648/AEgWZgMN_normal.jpg,https://x.com/lostboy7808/status/1789426857802191279,tweet_id:1789426857802191279
silvia-lucia,@dicsep,2024-05-11T22:50:04.000Z,False,"como que España le ha dado 12 puntos en televoto a Israel???
que vergüenza ajena me está dando ",0,0,0,2.7K,[],[],['\\U0001f621'],https://pbs.twimg.com/profile_images/1745566732796792832/07N19MiV_normal.jpg,https://x.com/dicsep/status/1789427786068709534,tweet_id:1789427786068709534
Gio,@giosevillana2,2024-05-11T22:49:57.000Z,False,Los votos de España. Orgullo,0,0,0,240,[],[],[],https://pbs.twimg.com/profile_images/1755711167257833472/so4bawTq_normal.jpg,https://x.com/giosevillana2/status/1789427754489749998,tweet_id:1789427754489749998
yuli,@Julie1002_,2024-05-11T23:02:50.000Z,False,Es que es para reflexionar eh,0,0,0,259,[],[],[],https://pbs.twimg.com/profile_images/1729272013745729536/9i1j6uBP_normal.jpg,https://x.com/Julie1002_/status/1789430999178203326,tweet_id:1789430999178203326
Helena Europapa,@escolopendrx6,2024-05-11T23:04:33.000Z,False,Diloooo,0,0,0,235,[],[],[],https://pbs.twimg.com/profile_images/1789060770287771649/ptZ8tTHN_normal.jpg,https://x.com/escolopendrx6/status/1789431430558187743,tweet_id:1789431430558187743
Christina,@Cristinpr04,2024-05-11T23:07:25.000Z,False,"La mierda serás tu, yo he votado por la chica que bien merecido se lo tenía",0,0,0,58,[],[],[],https://pbs.twimg.com/profile_images/1760323546985672704/ghaUZTgY_normal.jpg,https://x.com/Cristinpr04/status/1789432149222822130,tweet_id:1789432149222822130
Mia1980,@Mia19802,2024-05-11T22:45:35.000Z,False,Y porqué se sabía todo el Mundo la Canción? Esa gente a quién votó?,0,0,0,1.3K,[],[],[],https://pbs.twimg.com/profile_images/1461454798042112000/0hdhIUQ5_normal.jpg,https://x.com/Mia19802/status/1789426655204659423,tweet_id:1789426655204659423
𝙀𝙞𝙙𝙚𝙧𝙞𝙣𝙞,@lil_eiderini,2024-05-11T22:41:29.000Z,False,"Es que, ¿Me explicas los 300 y pico votos a Israel? Pregunto",0,0,0,4.7K,[],[],[],https://pbs.twimg.com/profile_images/1739623938831925248/-SpW1Bcf_normal.jpg,https://x.com/lil_eiderini/status/1789425623405908233,tweet_id:1789425623405908233
Simon_e,@simo_esev,2024-05-11T22:53:25.000Z,False,"Ojo que algúnos subnormales seguramente de derechas y votante de vox le han dado los 12 puntos a Isra-hell, que país de verdad ",0,0,0,204,[],[],['\\U0001f644'],https://pbs.twimg.com/profile_images/1308885589756968961/ybUetRbp_normal.jpg,https://x.com/simo_esev/status/1789428627995541606,tweet_id:1789428627995541606
tengo sueño.,@pilarfuentesss,2024-05-11T22:41:02.000Z,False,The second one babe,0,0,0,1.1K,[],[],[],https://pbs.twimg.com/profile_images/1673302191354814464/W8Ecm8bJ_normal.jpg,https://x.com/pilarfuentesss/status/1789425510923067568,tweet_id:1789425510923067568
𓆰 Kaede⁷ 𓆪 (Astarion's Version),@KaedeTenshi27,2024-05-11T22:46:08.000Z,False,"es queee para reflexionar. a mí están grabando 0 votos a uk, pero 300 a israhell en fin",0,0,0,1.5K,[],[],[],https://pbs.twimg.com/profile_images/1730528228140318720/T8i0Z6VC_normal.jpg,https://x.com/KaedeTenshi27/status/1789426796728816013,tweet_id:1789426796728816013
