Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Flipper Catlover - Felipe Joaquin,@FelipeJoaquin14,2024-05-11T22:59:39.000Z,False,"Ganó Croacia así que no creo que haya sido malo. Quienes votaron a cierto país odian el ESC por la cantidad de artistas ‍ y quieren que termine a toda costa. Irónico porque allí mucha gente defiende esa causa, no así el gobierno.",0,0,0,621,[],[],['\\U0001f308'],https://pbs.twimg.com/profile_images/1724483029169483776/Mqtoudy4_normal.jpg,https://x.com/FelipeJoaquin14/status/1789430195138556138,tweet_id:1789430195138556138
Sherko® Iván.,@Sherko84,2024-05-11T22:50:59.000Z,False,"Mira el nuestro, que puta vergüenza y facherio",0,0,0,321,[],[],[],https://pbs.twimg.com/profile_images/1464707872043020297/ySeII_d1_normal.jpg,https://x.com/Sherko84/status/1789428015040012322,tweet_id:1789428015040012322
ℝ𝕒𝕜𝕒ℂ𝔸𝕋,@RakaCat1714,2024-05-11T22:41:36.000Z,False,"No hay quien se lo crea... 11 puntos de la audiencia para España.
Más de 300 para Israel.
A Europa le gusta la guerra.",0,0,0,684,[],[],[],https://pbs.twimg.com/profile_images/1454383199820386309/etrN22YV_normal.jpg,https://x.com/RakaCat1714/status/1789425655660093572,tweet_id:1789425655660093572
J. Gali,@Galinhanes,2024-05-11T22:42:00.000Z,False,"Todos los ""libre pensadores"" votando en masa. Muy triste",0,0,0,863,[],[],[],https://pbs.twimg.com/profile_images/1250061321808248840/zThRd8h9_normal.jpg,https://x.com/Galinhanes/status/1789425753253159170,tweet_id:1789425753253159170
Jose,@josegc071567,2024-05-11T22:40:13.000Z,False,esq es para reflexionar,0,0,0,3.1K,[],[],[],https://pbs.twimg.com/profile_images/1782843556853317632/sQ32irwV_normal.jpg,https://x.com/josegc071567/status/1789425304273813556,tweet_id:1789425304273813556
Ratón,@vjvm18,2024-05-11T23:20:47.000Z,False,Es para reflexionar...,0,0,0,165,[],[],[],https://pbs.twimg.com/profile_images/1729921573002375168/V7LLiqOH_normal.jpg,https://x.com/vjvm18/status/1789435513763438756,tweet_id:1789435513763438756
Christina,@Cristinpr04,2024-05-11T23:07:25.000Z,False,"La mierda serás tu, yo he votado por la chica que bien merecido se lo tenía",0,0,0,58,[],[],[],https://pbs.twimg.com/profile_images/1760323546985672704/ghaUZTgY_normal.jpg,https://x.com/Cristinpr04/status/1789432149222822130,tweet_id:1789432149222822130
Mia1980,@Mia19802,2024-05-11T22:45:35.000Z,False,Y porqué se sabía todo el Mundo la Canción? Esa gente a quién votó?,0,0,0,1.3K,[],[],[],https://pbs.twimg.com/profile_images/1461454798042112000/0hdhIUQ5_normal.jpg,https://x.com/Mia19802/status/1789426655204659423,tweet_id:1789426655204659423
𝙀𝙞𝙙𝙚𝙧𝙞𝙣𝙞,@lil_eiderini,2024-05-11T22:41:29.000Z,False,"Es que, ¿Me explicas los 300 y pico votos a Israel? Pregunto",0,0,0,4.7K,[],[],[],https://pbs.twimg.com/profile_images/1739623938831925248/-SpW1Bcf_normal.jpg,https://x.com/lil_eiderini/status/1789425623405908233,tweet_id:1789425623405908233
Simon_e,@simo_esev,2024-05-11T22:53:25.000Z,False,"Ojo que algúnos subnormales seguramente de derechas y votante de vox le han dado los 12 puntos a Isra-hell, que país de verdad ",0,0,0,204,[],[],['\\U0001f644'],https://pbs.twimg.com/profile_images/1308885589756968961/ybUetRbp_normal.jpg,https://x.com/simo_esev/status/1789428627995541606,tweet_id:1789428627995541606
tengo sueño.,@pilarfuentesss,2024-05-11T22:41:02.000Z,False,The second one babe,0,0,0,1.1K,[],[],[],https://pbs.twimg.com/profile_images/1673302191354814464/W8Ecm8bJ_normal.jpg,https://x.com/pilarfuentesss/status/1789425510923067568,tweet_id:1789425510923067568
𓆰 Kaede⁷ 𓆪 (Astarion's Version),@KaedeTenshi27,2024-05-11T22:46:08.000Z,False,"es queee para reflexionar. a mí están grabando 0 votos a uk, pero 300 a israhell en fin",0,0,0,1.5K,[],[],[],https://pbs.twimg.com/profile_images/1730528228140318720/T8i0Z6VC_normal.jpg,https://x.com/KaedeTenshi27/status/1789426796728816013,tweet_id:1789426796728816013
widtvoet,@widtvoet,2024-05-11T22:35:40.000Z,False,"Cornald Maas verbolgen over de door Israël uitgedeelde punten aan Luxemburg: ""Schandelijk! Handjeklap! Niet sjiek! Politiek!""

Hm eh oké Cornald, zal best maar wel apart dat je alleen bij de Israëlische jury dit soort opmerkingen maakt.#Eurovision #Eurovision2024 #Eurovision",0,0,0,0,"['#Eurovision', '#Eurovision2024', '#Eurovision']",[],[],https://pbs.twimg.com/profile_images/640116881/boom_normal.jpg,https://x.com/widtvoet/status/1789424162856968574,tweet_id:1789424162856968574
Cihan,@cihangclr,2024-05-12T06:17:30.000Z,True,“Zal best maar wel apart” is een heel belangrijke zin. Dus eigenlijk heeft ‘ie gelijk zeg je maar wil je ‘m alsnog in een donker daglicht zetten?,0,0,0,2.7K,[],[],[],https://pbs.twimg.com/profile_images/1288566196195987456/R7PDtUNE_normal.jpg,https://x.com/cihangclr/status/1789540384231538849,tweet_id:1789540384231538849
widtvoet,@widtvoet,2024-05-12T18:37:51.000Z,False,"En die zin loopt door beste Handjeklap en politiek binnen het toekennen van punten bij het #songfestival is al zo oud als het evenement zelf. Ook dit jaar weer.

Alleen haalde meneer Maas er gisteren heel specifiek één geval uit. Daar ging mijn tweet over.",0,0,0,442,['#songfestival'],['@cihangclr'],[],https://pbs.twimg.com/profile_images/640116881/boom_normal.jpg,https://x.com/widtvoet/status/1789726700294504517,tweet_id:1789726700294504517
Marleen,@MarleenvanBoec1,2024-05-11T23:16:42.000Z,False,En deze ook,0,0,0,2K,[],[],[],https://pbs.twimg.com/profile_images/1439553238173421570/XMh5yj63_normal.jpg,https://x.com/MarleenvanBoec1/status/1789434487660519573,tweet_id:1789434487660519573
Andre Mulder,@Andriyiyi,2024-05-12T05:21:08.000Z,False,Kijk ff naar de Slavische staten. Daar gaat het al jaren zo.,0,0,0,125,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://x.com/Andriyiyi/status/1789526197950423094,tweet_id:1789526197950423094
Leo de realist,@Leodeadviseur,2024-05-12T05:49:11.000Z,False,Hij is een ambassadeur van de #linksliegt kerk!!,0,0,0,236,['#linksliegt'],[],[],https://pbs.twimg.com/profile_images/1316374675925204993/t1dd-Ybm_normal.jpg,https://x.com/Leodeadviseur/status/1789533257052172313,tweet_id:1789533257052172313
MaRKO,@MaRKOvonnowhere,2024-05-12T00:01:20.000Z,False,Tja hij spreekt wel de waarheid.,0,0,0,515,[],[],[],https://pbs.twimg.com/profile_images/1790111254960328704/o9P1lXUb_normal.jpg,https://x.com/MaRKOvonnowhere/status/1789445721290055780,tweet_id:1789445721290055780
StefanR,@StefanR12345,2024-05-12T10:17:20.000Z,False,Dit is al jaaaaaaaaaaaren zo,0,0,0,128,[],[],"['\\U0001f4a4', '\\U0001f4a4', '\\U0001f4a4', '\\U0001f4a4', '\\U0001f4a4', '\\U0001f4a4', '\\U0001f4a4']",https://pbs.twimg.com/profile_images/1523943102033051649/brNOv5N2_normal.jpg,https://x.com/StefanR12345/status/1789600741679636634,tweet_id:1789600741679636634
Jan Hoogsteder,@jan_hoogsteder,2024-05-12T07:00:18.000Z,False,"Het is natuurlijk wel heel toevallig dat Luxemburg, met een deelneemster die in Israël geboren is, slechts 1x 12 punten krijgt en dat dat dan uit Israël is.",0,0,0,39,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://x.com/jan_hoogsteder/status/1789551154671583739,tweet_id:1789551154671583739
Sandra keijzer,@Siobhansuus,2024-05-11T23:59:23.000Z,False,"Ik luisterde naar Graham, zei Cornald niets over Oekraine? Dat was zeker een prrrrrachtig lied ",0,0,0,1.1K,[],[],['\\U0001f602'],https://pbs.twimg.com/profile_images/1731345214470565888/WD4bSM7y_normal.jpg,https://x.com/Siobhansuus/status/1789445230510420449,tweet_id:1789445230510420449
P.C.Tervoort,@Mudfun,2024-05-12T07:30:56.000Z,False,"Dit was de winnaar bij het publiek, die oranje Pino heeft gewonnen door een vakjury die koste wat het kost moest voorkomen dat Eden Golan, en dus Israël zou winnen",0,0,0,104,[],[],[],https://pbs.twimg.com/profile_images/628129183642861568/kJY3SNfM_normal.jpg,https://x.com/Mudfun/status/1789558867199750504,tweet_id:1789558867199750504
Danny Hofman,@Danny_Hofman74,2024-05-12T07:08:59.000Z,False,Hoorde het ook. Echt een naar mannetje Cornald Maas.,0,0,0,775,[],[],[],https://pbs.twimg.com/profile_images/1496164118029549573/2pbd-Lku_normal.jpg,https://x.com/Danny_Hofman74/status/1789553340323447043,tweet_id:1789553340323447043
Martin Steenbergen,@MartinSteenber4,2024-05-12T06:10:55.000Z,False,"Alle “vakjury” punten aan die idioten van Ierland zeker niet dan  En politiek getinte stemmen is altijd al zo geweest bij het Eurovisie Songfestival, maar nu valt het flapdrol Cornald Maas ineens op………goh waarom ",0,0,0,1.2K,[],[],"['\\U0001f609', '\\U0001f914']",https://pbs.twimg.com/profile_images/1399749176733360132/D32sj7S5_normal.jpg,https://x.com/MartinSteenber4/status/1789538726529376635,tweet_id:1789538726529376635
JoyJasmine,@JoyJasmine77,2024-05-11T22:37:30.000Z,False,Inderdaad en dat niemand Israel punten durft te geven daar praat hij niet over,0,0,0,1.7K,[],[],[],https://pbs.twimg.com/profile_images/1656398295374221313/YIJRcynk_normal.jpg,https://x.com/JoyJasmine77/status/1789424621541900515,tweet_id:1789424621541900515
Kees Snel,@SnelKees33124,2024-05-11T22:45:53.000Z,False,Voor het tribunaal met deze kwal,0,0,0,526,[],[],[],https://pbs.twimg.com/profile_images/1779290396582957057/L4Dk6jL2_normal.jpg,https://x.com/SnelKees33124/status/1789426733474599283,tweet_id:1789426733474599283
Jeee-eF,@Jeee_eF,2024-05-12T01:02:09.000Z,False,Wees eens compleet. Luxemburg heeft een israelische zangeres. Vandaar vriendjespolitiek. ;),0,0,0,97,[],[],[],https://pbs.twimg.com/profile_images/1724807049517916160/mKjO1b0v_normal.jpg,https://x.com/Jeee_eF/status/1789461025890115976,tweet_id:1789461025890115976
Mike Geerlings,@MikeGeerli98239,2024-05-12T01:51:10.000Z,False, dit is al sinds de oertijd een corrupt festival! En uitgerekend nu gaat hij klagen dat Israël Luxemburg 12 punten geeft? Hahaha wat een clown!,0,0,0,1.2K,[],[],"['\\U0001f602', '\\U0001f923', '\\U0001f602', '\\U0001f923', '\\U0001f923']",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://x.com/MikeGeerli98239/status/1789473358888722910,tweet_id:1789473358888722910
LEFT Sheep in the Big World,@schaapievlees,2024-05-12T05:20:13.000Z,False,"Vorig jaar won Oekraïne, dat was MEGA",0,0,0,208,[],[],[],https://pbs.twimg.com/profile_images/1786855747814391808/8YqhxEhK_normal.jpg,https://x.com/schaapievlees/status/1789525970392633790,tweet_id:1789525970392633790
Marcello,@Wellofgrief,2024-05-12T06:32:42.000Z,False,Cornald Aars bedoel je! Wat een rimmerkoning is dat zeg.,0,0,0,118,[],[],['\\U0001f923'],https://pbs.twimg.com/profile_images/1169568630125862913/mgtptGbh_normal.png,https://x.com/Wellofgrief/status/1789544208983838910,tweet_id:1789544208983838910
tim,@mart1980ik,2024-05-12T06:54:31.000Z,False,Hoe noemen ze dit ook alweer oh ja manipuleren toch………,0,0,0,80,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://x.com/mart1980ik/status/1789549699176845799,tweet_id:1789549699176845799
Jaap Makkinga,@JaapMakkinga,2024-05-12T07:03:19.000Z,False,Inruilen die Conrad volgend jaar Jan weer ,0,0,0,202,[],[],"['\\U0001f4aa\\U0001f3fc', '\\U0001f4aa\\U0001f3fc', '\\U0001f602', '\\U0001f602']",https://pbs.twimg.com/profile_images/1535673572697546754/g7OIrfP6_normal.jpg,https://x.com/JaapMakkinga/status/1789551913924538840,tweet_id:1789551913924538840
Turbojan145,@turbojan145,2024-05-12T07:03:46.000Z,False,Die homo maas neemt niemand toch serieus.... Ja alleen pis nicht jette,0,0,0,63,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://x.com/turbojan145/status/1789552028005347504,tweet_id:1789552028005347504
Pauli,@Faldelarie,2024-05-12T13:33:03.000Z,False,"De deelnemer van Luxemburg is geboren in Israël. 
Ik heb het ervaren als een verkapte statement. 
Lekker op mezelf gestemd… ",0,0,0,131,[],[],"['\\U0001f609', '\\U0001f607']",https://pbs.twimg.com/profile_images/1743966148855554048/7C4bQDvp_normal.jpg,https://x.com/Faldelarie/status/1789649994019971387,tweet_id:1789649994019971387
Realestategirl = Vastgoedmeisje,@Vastgoedmeisje,2024-05-12T22:00:52.000Z,False,Cor snapt nier waarom hij Maas heet.,0,0,0,11,[],[],[],https://pbs.twimg.com/profile_images/762303961/homegirl_normal.jpeg,https://x.com/Vastgoedmeisje/status/1789777792579629486,tweet_id:1789777792579629486
g,@geertruitt,2024-05-12T08:18:21.000Z,False,"Ja dat viel mij ook op. Buurlanden geven elkaar bijv al jaren steevast punten en nu spatte ook de politiek van de ""vakjury"" eraf, maar Maas jankt alleen over Israel. Meten met 2 maten Cornald? Heel goed, die middelvinger van Israel.  #Eurovision #cornaldmaas kan met ontslag.",0,0,0,320,"['#Eurovision', '#cornaldmaas']",[],[],https://pbs.twimg.com/profile_images/1623375588563030018/PQ0-r189_normal.jpg,https://x.com/geertruitt/status/1789570798987919808,tweet_id:1789570798987919808
AkwardTeddy,@AkwardTeddy,2024-05-12T02:01:22.000Z,False,Da's letterlijk de essentie van ESC minstens het laatste decennium.  (En een belangrijke reden dat ik niet meer kijk.),0,0,0,800,[],[],[],https://pbs.twimg.com/profile_images/1094668711649255424/rnBAbVET_normal.jpg,https://x.com/AkwardTeddy/status/1789475928289984515,tweet_id:1789475928289984515
ron de heer,@fubarron,2024-05-12T08:09:35.000Z,False,De haat en het antisemitisme zit diep heel diep bij dit soort antisemieten,0,0,0,102,[],[],[],https://pbs.twimg.com/profile_images/1394833931/image002_normal.jpg,https://x.com/fubarron/status/1789568592083583097,tweet_id:1789568592083583097
I Libregts,@AshgateScott,2024-05-12T06:28:41.000Z,False,Cornald Maas kan gelijk met Joost Klein door het afvoerputje. Beiden hebben hun ware gezicht laten zien. Afvoeren die handel en nooit meer terugkomen aub.,0,0,0,2.7K,[],[],[],https://pbs.twimg.com/profile_images/1787736840864145408/DKTdSYFG_normal.jpg,https://x.com/AshgateScott/status/1789543200002126301,tweet_id:1789543200002126301
Michelangelo,@bonzorino,2024-05-11T22:56:30.000Z,False,Was dit de laatste keer Cornald maas ?,0,0,0,2.7K,[],['@avrotros'],[],https://pbs.twimg.com/profile_images/430798201650569217/lYyrPWq3_normal.jpeg,https://x.com/bonzorino/status/1789429405065912563,tweet_id:1789429405065912563
Giselle,@GewoonGiselle,2024-05-11T22:39:18.000Z,False,"Exact. Niets gehoord bij Oostenrijk naar Zwitserland, en Belgie naar Frankrijk.",0,0,0,532,[],[],[],https://pbs.twimg.com/profile_images/1374522434380959751/9Wh18EKP_normal.jpg,https://x.com/GewoonGiselle/status/1789425075625537890,tweet_id:1789425075625537890
Gmag,@gmagturkiye,2024-05-11T22:35:01.000Z,True,"Eurovision’u, İsviçre’yi temsil eden ve kendisini Non-Binary olarak tanımlayan 23 yaşındaki Nemo Mettler kazandı! 

Çünkü alışın her yerdeyiz diye boşuna söylemiyoruz!  #Eurovision2024",0,0,0,0,['#Eurovision2024'],[],"['\\U0001f3f3\\ufe0f\\u200d\\U0001f308', '\\U0001faf5\\U0001f3fb']",https://pbs.twimg.com/profile_images/1124342343740612608/R7a3oDeu_normal.jpg,https://x.com/gmagturkiye/status/1789423998599569787/photo/1,tweet_id:1
Deniz,@Deniz62940706,2024-05-11T22:58:44.000Z,False,Şarkısını çok sevmedim ama kazandığına sevindim ,0,0,0,2.1K,[],[],"['\\U0001f3f3\\ufe0f\\u200d\\u26a7\\ufe0f', '\\U0001f3f3\\ufe0f\\u200d\\U0001f308']",https://pbs.twimg.com/profile_images/1056271101809094656/WDBJ0DmQ_normal.jpg,https://x.com/Deniz62940706/status/1789429967534604505,tweet_id:1789429967534604505
Erdem,@Erdem19425020,2024-05-11T23:08:22.000Z,False,Harikaaaaa,0,0,0,1.5K,[],[],[],https://pbs.twimg.com/profile_images/1055353608676478976/hu8XaXYN_normal.jpg,https://x.com/Erdem19425020/status/1789432389749383379,tweet_id:1789432389749383379
Yaren,@Yarennn_3434,2024-05-11T22:35:59.000Z,False,,0,0,0,1.2K,[],[],"['\\U0001f44f\\U0001f3fb', '\\U0001f44f\\U0001f3fb', '\\U0001faf6\\U0001f3fb', '\\U0001faf6\\U0001f3fb']",https://pbs.twimg.com/profile_images/1794189698371293184/0Wiu2u4Q_normal.jpg,https://x.com/Yarennn_3434/status/1789424241621795113,tweet_id:1789424241621795113
emre,@mrceall,2024-05-11T22:43:51.000Z,False,Tebrik ederim ,0,0,0,1.6K,[],[],['\\U0001f64c'],https://pbs.twimg.com/profile_images/1787858717607641090/gfijZFgd_normal.jpg,https://x.com/mrceall/status/1789426219483545624,tweet_id:1789426219483545624
